Date,Day,Time,Junction_N,Speed_N,Northbound_from,Northbound_to,Information_N,Junction_S,Speed_S,Southbound_from,Southbound_to,Information_S
25-02-2023,Saturday,10:00:00,J19-J20,70,Birmingham,Lutterworth/Rugby,,J20-J19,69,Lutterworth/Rugby,Birmingham,
25-02-2023,Saturday,10:00:00,J18-J19,68,Rugby,Birmingham,,J19-J18,69,Birmingham,Rugby,
25-02-2023,Saturday,10:00:00,J17-J18,65,Coventry,Rugby,,J18-J17,65,Rugby,Coventry,
25-02-2023,Saturday,10:00:00,J16-J17,66,Northampton,Coventry,,J17-J16,66,Coventry,Northampton,Unconfirmed Roadwork
25-02-2023,Saturday,10:00:00,J15A-J16,56,Northampton,Northampton,,J16-J15A,58,Northampton,Northampton,
25-02-2023,Saturday,10:00:00,J15-J15A,58,Northampton,Northampton,,J15A-J15,57,Northampton,Northampton,
25-02-2023,Saturday,10:00:00,J14-J15,67,MiltonKeynes,Northampton,Unconfirmed Roadwork,J15-J14,65,Northampton,MiltonKeynes,
25-02-2023,Saturday,10:00:00,J13-J14,67,MiltonKeynes,MiltonKeynes,,J14-J13,68,MiltonKeynes,MiltonKeynes,
25-02-2023,Saturday,10:00:00,J12-J13,59,Flitwick,MiltonKeynes,Unconfirmed Roadwork,J13-J12,66,MiltonKeynes,Flitwick,Unconfirmed Roadwork
25-02-2023,Saturday,10:00:00,J11A-J12,60,Dunstable,Flitwick,,J12-J11A,65,Flitwick,Dunstable,
25-02-2023,Saturday,10:00:00,J11-J11A,58,Luton,Dunstable,,J11A-J11,61,Dunstable,Luton,
25-02-2023,Saturday,10:00:00,J10-J11,58,LutonAirport,Luton,,J11-J10,61,Luton,LutonAirport,
25-02-2023,Saturday,10:00:00,J9-J10,66,Dunstable,LutonAirport,,J10-J9,69,LutonAirport,Dunstable,
25-02-2023,Saturday,10:00:00,J8-J9,65,HemelHempstead,Dunstable,,J9-J8,65,Dunstable,HemelHempstead,
25-02-2023,Saturday,10:00:00,J7-J8,65,LimitedAccess,HemelHempstead,,J8-J7,61,HemelHempstead,LimitedAccess,
25-02-2023,Saturday,10:00:00,J6A-J7,65,LimitedAccess,LimitedAccess,,J7-J6A,65,LimitedAccess,LimitedAccess,
25-02-2023,Saturday,10:00:00,J6-J6A,62,StAlbans,LimitedAccess,,J6A-J6,69,LimitedAccess,StAlbans,
25-02-2023,Saturday,10:00:00,J5-J6,70,Watford,StAlbans,,J6-J5,64,StAlbans,Watford,
25-02-2023,Saturday,10:00:00,J4-J5,66,LimitedAccess,Watford,Unconfirmed Roadwork,J5-J4,67,Watford,LimitedAccess,
25-02-2023,Saturday,10:00:00,J2-J4,66,LimitedAccess,LimitedAccess,,J4-J2,70,LimitedAccess,LimitedAccess,
25-02-2023,Saturday,10:00:00,J1-J2,65,BrentCross,LimitedAccess,,J2-J1,58,LimitedAccess,BrentCross,
25-02-2023,Saturday,15:00:00,J47-J48,70,Garforth/A1(M)Interchange,A1(M)Interchange,,J48-J47,70,A1(M)Interchange,Garforth/A1(M)Interchange,
25-02-2023,Saturday,15:00:00,J46-J47,70,Leeds,Garforth/A1(M)Interchange,,J47-J46,70,Garforth/A1(M)Interchange,Leeds,
25-02-2023,Saturday,15:00:00,J45-J46,68,LimitedAccess,Leeds,,J46-J45,70,Leeds,LimitedAccess,
25-02-2023,Saturday,15:00:00,J43|44-J45,70,Leeds,LimitedAccess,,J45-J43|44,67,LimitedAccess,Leeds,
25-02-2023,Saturday,15:00:00,J42-J43|44,61,Manchester/Hull,Leeds,Unconfirmed Roadwork,J43|44-J42,48,Leeds,Manchester/Hull,
25-02-2023,Saturday,15:00:00,J41-J42,50,Wakefield,Manchester/Hull,Unconfirmed Roadwork,J42-J41,64,Manchester/Hull,Wakefield,
25-02-2023,Saturday,15:00:00,J40-J41,67,Dewsbury/Wakefield,Wakefield,Unconfirmed Roadwork,J41-J40,68,Wakefield,Dewsbury/Wakefield,
25-02-2023,Saturday,15:00:00,J39-J40,65,Wakefield,Dewsbury/Wakefield,,J40-J39,68,Dewsbury/Wakefield,Wakefield,
25-02-2023,Saturday,15:00:00,J38-J39,70,Huddersfield,Wakefield,,J39-J38,70,Wakefield,Huddersfield,
25-02-2023,Saturday,15:00:00,J37-J38,70,Barnsley,Huddersfield,,J38-J37,70,Huddersfield,Barnsley,
25-02-2023,Saturday,15:00:00,J36-J37,70,Barnsley,Barnsley,,J37-J36,70,Barnsley,Barnsley,
25-02-2023,Saturday,15:00:00,J35A-J36,70,Chapeltown,Barnsley,,J36-J35A,70,Barnsley,Chapeltown,
25-02-2023,Saturday,15:00:00,J35-J35A,70,Sheffield/Rotherham,Chapeltown,,J35A-J35,70,Chapeltown,Sheffield/Rotherham,
25-02-2023,Saturday,15:00:00,J34-J35,67,Sheffield/Rotherham,Sheffield/Rotherham,,J35-J34,66,Sheffield/Rotherham,Sheffield/Rotherham,
25-02-2023,Saturday,15:00:00,J33-J34,61,SheffieldAirport/Rotherham,Sheffield/Rotherham,,J34-J33,61,Sheffield/Rotherham,SheffieldAirport/Rotherham,
25-02-2023,Saturday,15:00:00,J32-J33,61,Doncaster,SheffieldAirport/Rotherham,,J33-J32,65,SheffieldAirport/Rotherham,Doncaster,
25-02-2023,Saturday,15:00:00,J31-J32,70,Sheffield,Doncaster,,J32-J31,66,Doncaster,Sheffield,
25-02-2023,Saturday,15:00:00,J30-J31,70,Sheffield,Sheffield,,J31-J30,67,Sheffield,Sheffield,
25-02-2023,Saturday,15:00:00,J29A-J30,67,Chesterfield(E)/Bolsover,Sheffield,,J30-J29A,70,Sheffield,Chesterfield(E)/Bolsover,
25-02-2023,Saturday,15:00:00,J29-J29A,68,Chesterfield/Mansfield,Chesterfield(E)/Bolsover,,J29A-J29,67,Chesterfield(E)/Bolsover,Chesterfield/Mansfield,
25-02-2023,Saturday,15:00:00,J28-J29,69,Mansfield,Chesterfield/Mansfield,Incident,J29-J28,68,Chesterfield/Mansfield,Mansfield,
25-02-2023,Saturday,15:00:00,J27-J28,69,Mansfield,Mansfield,,J28-J27,69,Mansfield,Mansfield,
25-02-2023,Saturday,15:00:00,J26-J27,70,Nottingham,Mansfield,,J27-J26,68,Mansfield,Nottingham,
25-02-2023,Saturday,15:00:00,J25-J26,70,Nottingham/Derby,Nottingham,,J26-J25,69,Nottingham,Nottingham/Derby,
25-02-2023,Saturday,15:00:00,J24A-J25,70,Derby,Nottingham/Derby,,J25-J24A,70,Nottingham/Derby,Derby,
25-02-2023,Saturday,15:00:00,J24-J24A,69,Derby,Derby,,J24A-J24,70,Derby,Derby,
25-02-2023,Saturday,15:00:00,J23A-J24,68,Nottingham/EastMidsAirport,Derby,,J24-J23A,69,Derby,Nottingham/EastMidsAirport,
25-02-2023,Saturday,15:00:00,J23-J23A,70,Loughborough,Nottingham/EastMidsAirport,,J23A-J23,70,Nottingham/EastMidsAirport,Loughborough,
25-02-2023,Saturday,15:00:00,J22-J23,67,Coalville/Leicester,Loughborough,,J23-J22,70,Loughborough,Coalville/Leicester,
25-02-2023,Saturday,15:00:00,J21A-J22,69,Leicester,Coalville/Leicester,Unconfirmed Roadwork,J22-J21A,70,Coalville/Leicester,Leicester,
25-02-2023,Saturday,15:00:00,J21-J21A,59,Leicester,Leicester,Unconfirmed Roadwork,J21A-J21,54,Leicester,Leicester,
25-02-2023,Saturday,15:00:00,J20-J21,68,Lutterworth/Rugby,Leicester,Unconfirmed Roadwork,J21-J20,70,Leicester,Lutterworth/Rugby,
25-02-2023,Saturday,15:00:00,J19-J20,68,Birmingham,Lutterworth/Rugby,,J20-J19,70,Lutterworth/Rugby,Birmingham,
25-02-2023,Saturday,15:00:00,J18-J19,63,Rugby,Birmingham,,J19-J18,70,Birmingham,Rugby,
25-02-2023,Saturday,15:00:00,J17-J18,65,Coventry,Rugby,,J18-J17,70,Rugby,Coventry,
25-02-2023,Saturday,15:00:00,J16-J17,69,Northampton,Coventry,,J17-J16,68,Coventry,Northampton,Unconfirmed Roadwork
25-02-2023,Saturday,15:00:00,J15A-J16,61,Northampton,Northampton,,J16-J15A,59,Northampton,Northampton,
25-02-2023,Saturday,15:00:00,J15-J15A,57,Northampton,Northampton,,J15A-J15,59,Northampton,Northampton,
25-02-2023,Saturday,15:00:00,J14-J15,65,MiltonKeynes,Northampton,Unconfirmed Roadwork,J15-J14,66,Northampton,MiltonKeynes,
25-02-2023,Saturday,15:00:00,J13-J14,67,MiltonKeynes,MiltonKeynes,,J14-J13,67,MiltonKeynes,MiltonKeynes,
25-02-2023,Saturday,15:00:00,J12-J13,61,Flitwick,MiltonKeynes,Unconfirmed Roadwork,J13-J12,65,MiltonKeynes,Flitwick,Unconfirmed Roadwork
25-02-2023,Saturday,15:00:00,J11A-J12,67,Dunstable,Flitwick,,J12-J11A,63,Flitwick,Dunstable,
25-02-2023,Saturday,15:00:00,J11-J11A,60,Luton,Dunstable,,J11A-J11,56,Dunstable,Luton,
25-02-2023,Saturday,15:00:00,J10-J11,57,LutonAirport,Luton,,J11-J10,59,Luton,LutonAirport,
25-02-2023,Saturday,15:00:00,J9-J10,62,Dunstable,LutonAirport,,J10-J9,69,LutonAirport,Dunstable,
25-02-2023,Saturday,15:00:00,J8-J9,64,HemelHempstead,Dunstable,,J9-J8,65,Dunstable,HemelHempstead,
25-02-2023,Saturday,15:00:00,J7-J8,54,LimitedAccess,HemelHempstead,,J8-J7,57,HemelHempstead,LimitedAccess,
25-02-2023,Saturday,15:00:00,J6A-J7,61,LimitedAccess,LimitedAccess,,J7-J6A,64,LimitedAccess,LimitedAccess,
25-02-2023,Saturday,15:00:00,J6-J6A,66,StAlbans,LimitedAccess,,J6A-J6,70,LimitedAccess,StAlbans,
25-02-2023,Saturday,15:00:00,J5-J6,65,Watford,StAlbans,,J6-J5,67,StAlbans,Watford,
25-02-2023,Saturday,15:00:00,J4-J5,68,LimitedAccess,Watford,Unconfirmed Roadwork,J5-J4,70,Watford,LimitedAccess,
25-02-2023,Saturday,15:00:00,J2-J4,69,LimitedAccess,LimitedAccess,,J4-J2,70,LimitedAccess,LimitedAccess,
25-02-2023,Saturday,15:00:00,J1-J2,69,BrentCross,LimitedAccess,,J2-J1,57,LimitedAccess,BrentCross,
25-02-2023,Saturday,19:00:00,J47-J48,70,Garforth/A1(M)Interchange,A1(M)Interchange,,J48-J47,70,A1(M)Interchange,Garforth/A1(M)Interchange,
25-02-2023,Saturday,19:00:00,J46-J47,70,Leeds,Garforth/A1(M)Interchange,,J47-J46,70,Garforth/A1(M)Interchange,Leeds,
25-02-2023,Saturday,19:00:00,J45-J46,67,LimitedAccess,Leeds,,J46-J45,68,Leeds,LimitedAccess,
25-02-2023,Saturday,19:00:00,J43|44-J45,68,Leeds,LimitedAccess,,J45-J43|44,65,LimitedAccess,Leeds,
25-02-2023,Saturday,19:00:00,J42-J43|44,60,Manchester/Hull,Leeds,Unconfirmed Roadwork,J43|44-J42,45,Leeds,Manchester/Hull,
25-02-2023,Saturday,19:00:00,J41-J42,53,Wakefield,Manchester/Hull,Unconfirmed Roadwork,J42-J41,67,Manchester/Hull,Wakefield,
25-02-2023,Saturday,19:00:00,J40-J41,68,Dewsbury/Wakefield,Wakefield,Unconfirmed Roadwork,J41-J40,69,Wakefield,Dewsbury/Wakefield,
25-02-2023,Saturday,19:00:00,J39-J40,70,Wakefield,Dewsbury/Wakefield,,J40-J39,68,Dewsbury/Wakefield,Wakefield,
25-02-2023,Saturday,19:00:00,J38-J39,69,Huddersfield,Wakefield,,J39-J38,70,Wakefield,Huddersfield,
25-02-2023,Saturday,19:00:00,J37-J38,70,Barnsley,Huddersfield,,J38-J37,69,Huddersfield,Barnsley,
25-02-2023,Saturday,19:00:00,J36-J37,68,Barnsley,Barnsley,,J37-J36,69,Barnsley,Barnsley,
25-02-2023,Saturday,19:00:00,J35A-J36,68,Chapeltown,Barnsley,,J36-J35A,70,Barnsley,Chapeltown,
25-02-2023,Saturday,19:00:00,J35-J35A,66,Sheffield/Rotherham,Chapeltown,,J35A-J35,68,Chapeltown,Sheffield/Rotherham,
25-02-2023,Saturday,19:00:00,J34-J35,63,Sheffield/Rotherham,Sheffield/Rotherham,,J35-J34,66,Sheffield/Rotherham,Sheffield/Rotherham,
25-02-2023,Saturday,19:00:00,J33-J34,59,SheffieldAirport/Rotherham,Sheffield/Rotherham,,J34-J33,59,Sheffield/Rotherham,SheffieldAirport/Rotherham,
25-02-2023,Saturday,19:00:00,J32-J33,64,Doncaster,SheffieldAirport/Rotherham,,J33-J32,65,SheffieldAirport/Rotherham,Doncaster,
25-02-2023,Saturday,19:00:00,J31-J32,70,Sheffield,Doncaster,,J32-J31,67,Doncaster,Sheffield,
25-02-2023,Saturday,19:00:00,J30-J31,70,Sheffield,Sheffield,,J31-J30,70,Sheffield,Sheffield,
25-02-2023,Saturday,19:00:00,J29A-J30,69,Chesterfield(E)/Bolsover,Sheffield,,J30-J29A,70,Sheffield,Chesterfield(E)/Bolsover,
25-02-2023,Saturday,19:00:00,J29-J29A,70,Chesterfield/Mansfield,Chesterfield(E)/Bolsover,,J29A-J29,70,Chesterfield(E)/Bolsover,Chesterfield/Mansfield,
25-02-2023,Saturday,19:00:00,J28-J29,68,Mansfield,Chesterfield/Mansfield,,J29-J28,70,Chesterfield/Mansfield,Mansfield,
25-02-2023,Saturday,19:00:00,J27-J28,69,Mansfield,Mansfield,,J28-J27,70,Mansfield,Mansfield,
25-02-2023,Saturday,19:00:00,J26-J27,70,Nottingham,Mansfield,,J27-J26,70,Mansfield,Nottingham,
25-02-2023,Saturday,19:00:00,J25-J26,70,Nottingham/Derby,Nottingham,,J26-J25,68,Nottingham,Nottingham/Derby,
25-02-2023,Saturday,19:00:00,J24A-J25,70,Derby,Nottingham/Derby,,J25-J24A,65,Nottingham/Derby,Derby,
25-02-2023,Saturday,19:00:00,J24-J24A,68,Derby,Derby,,J24A-J24,64,Derby,Derby,
25-02-2023,Saturday,19:00:00,J23A-J24,67,Nottingham/EastMidsAirport,Derby,,J24-J23A,68,Derby,Nottingham/EastMidsAirport,
25-02-2023,Saturday,19:00:00,J23-J23A,68,Loughborough,Nottingham/EastMidsAirport,,J23A-J23,69,Nottingham/EastMidsAirport,Loughborough,
25-02-2023,Saturday,19:00:00,J22-J23,68,Coalville/Leicester,Loughborough,,J23-J22,67,Loughborough,Coalville/Leicester,
25-02-2023,Saturday,19:00:00,J21A-J22,70,Leicester,Coalville/Leicester,Unconfirmed Roadwork,J22-J21A,70,Coalville/Leicester,Leicester,
25-02-2023,Saturday,19:00:00,J21-J21A,66,Leicester,Leicester,Unconfirmed Roadwork,J21A-J21,67,Leicester,Leicester,
25-02-2023,Saturday,19:00:00,J20-J21,70,Lutterworth/Rugby,Leicester,Unconfirmed Roadwork,J21-J20,70,Leicester,Lutterworth/Rugby,
25-02-2023,Saturday,19:00:00,J19-J20,69,Birmingham,Lutterworth/Rugby,,J20-J19,69,Lutterworth/Rugby,Birmingham,
25-02-2023,Saturday,19:00:00,J18-J19,69,Rugby,Birmingham,,J19-J18,70,Birmingham,Rugby,
25-02-2023,Saturday,19:00:00,J17-J18,70,Coventry,Rugby,,J18-J17,70,Rugby,Coventry,
25-02-2023,Saturday,19:00:00,J16-J17,70,Northampton,Coventry,,J17-J16,66,Coventry,Northampton,Unconfirmed Roadwork
25-02-2023,Saturday,19:00:00,J15A-J16,60,Northampton,Northampton,,J16-J15A,61,Northampton,Northampton,
25-02-2023,Saturday,19:00:00,J15-J15A,60,Northampton,Northampton,,J15A-J15,61,Northampton,Northampton,
25-02-2023,Saturday,19:00:00,J14-J15,64,MiltonKeynes,Northampton,Unconfirmed Roadwork,J15-J14,63,Northampton,MiltonKeynes,Incident
25-02-2023,Saturday,19:00:00,J13-J14,67,MiltonKeynes,MiltonKeynes,,J14-J13,61,MiltonKeynes,MiltonKeynes,
25-02-2023,Saturday,19:00:00,J12-J13,57,Flitwick,MiltonKeynes,Unconfirmed Roadwork,J13-J12,63,MiltonKeynes,Flitwick,Unconfirmed Roadwork
25-02-2023,Saturday,19:00:00,J11A-J12,63,Dunstable,Flitwick,,J12-J11A,64,Flitwick,Dunstable,
25-02-2023,Saturday,19:00:00,J11-J11A,59,Luton,Dunstable,,J11A-J11,57,Dunstable,Luton,
25-02-2023,Saturday,19:00:00,J10-J11,57,LutonAirport,Luton,,J11-J10,59,Luton,LutonAirport,
25-02-2023,Saturday,19:00:00,J9-J10,62,Dunstable,LutonAirport,,J10-J9,65,LutonAirport,Dunstable,
25-02-2023,Saturday,19:00:00,J8-J9,63,HemelHempstead,Dunstable,,J9-J8,63,Dunstable,HemelHempstead,
25-02-2023,Saturday,19:00:00,J7-J8,57,LimitedAccess,HemelHempstead,,J8-J7,61,HemelHempstead,LimitedAccess,
25-02-2023,Saturday,19:00:00,J6A-J7,63,LimitedAccess,LimitedAccess,,J7-J6A,50,LimitedAccess,LimitedAccess,
25-02-2023,Saturday,19:00:00,J6-J6A,59,StAlbans,LimitedAccess,,J6A-J6,70,LimitedAccess,StAlbans,
25-02-2023,Saturday,19:00:00,J5-J6,63,Watford,StAlbans,,J6-J5,70,StAlbans,Watford,
25-02-2023,Saturday,19:00:00,J4-J5,65,LimitedAccess,Watford,Unconfirmed Roadwork,J5-J4,68,Watford,LimitedAccess,
25-02-2023,Saturday,19:00:00,J2-J4,70,LimitedAccess,LimitedAccess,,J4-J2,68,LimitedAccess,LimitedAccess,
25-02-2023,Saturday,19:00:00,J1-J2,69,BrentCross,LimitedAccess,,J2-J1,61,LimitedAccess,BrentCross,
26-02-2023,Sunday,10:00:00,J47-J48,69,Garforth/A1(M)Interchange,A1(M)Interchange,,J48-J47,70,A1(M)Interchange,Garforth/A1(M)Interchange,
26-02-2023,Sunday,10:00:00,J46-J47,70,Leeds,Garforth/A1(M)Interchange,,J47-J46,70,Garforth/A1(M)Interchange,Leeds,
26-02-2023,Sunday,10:00:00,J45-J46,60,LimitedAccess,Leeds,,J46-J45,70,Leeds,LimitedAccess,
26-02-2023,Sunday,10:00:00,J43|44-J45,60,Leeds,LimitedAccess,,J45-J43|44,70,LimitedAccess,Leeds,
26-02-2023,Sunday,10:00:00,J42-J43|44,57,Manchester/Hull,Leeds,Unconfirmed Roadwork,J43|44-J42,50,Leeds,Manchester/Hull,
26-02-2023,Sunday,10:00:00,J41-J42,51,Wakefield,Manchester/Hull,Unconfirmed Roadwork,J42-J41,69,Manchester/Hull,Wakefield,
26-02-2023,Sunday,10:00:00,J40-J41,70,Dewsbury/Wakefield,Wakefield,Unconfirmed Roadwork,J41-J40,68,Wakefield,Dewsbury/Wakefield,
26-02-2023,Sunday,10:00:00,J39-J40,64,Wakefield,Dewsbury/Wakefield,,J40-J39,65,Dewsbury/Wakefield,Wakefield,
26-02-2023,Sunday,10:00:00,J38-J39,62,Huddersfield,Wakefield,,J39-J38,69,Wakefield,Huddersfield,
26-02-2023,Sunday,10:00:00,J37-J38,61,Barnsley,Huddersfield,,J38-J37,70,Huddersfield,Barnsley,
26-02-2023,Sunday,10:00:00,J36-J37,70,Barnsley,Barnsley,,J37-J36,70,Barnsley,Barnsley,
26-02-2023,Sunday,10:00:00,J35A-J36,70,Chapeltown,Barnsley,,J36-J35A,70,Barnsley,Chapeltown,
26-02-2023,Sunday,10:00:00,J35-J35A,66,Sheffield/Rotherham,Chapeltown,,J35A-J35,70,Chapeltown,Sheffield/Rotherham,
26-02-2023,Sunday,10:00:00,J34-J35,63,Sheffield/Rotherham,Sheffield/Rotherham,,J35-J34,69,Sheffield/Rotherham,Sheffield/Rotherham,
26-02-2023,Sunday,10:00:00,J33-J34,57,SheffieldAirport/Rotherham,Sheffield/Rotherham,,J34-J33,62,Sheffield/Rotherham,SheffieldAirport/Rotherham,
26-02-2023,Sunday,10:00:00,J32-J33,62,Doncaster,SheffieldAirport/Rotherham,,J33-J32,70,SheffieldAirport/Rotherham,Doncaster,
26-02-2023,Sunday,10:00:00,J31-J32,70,Sheffield,Doncaster,,J32-J31,70,Doncaster,Sheffield,
26-02-2023,Sunday,10:00:00,J30-J31,70,Sheffield,Sheffield,,J31-J30,70,Sheffield,Sheffield,
26-02-2023,Sunday,10:00:00,J29A-J30,70,Chesterfield(E)/Bolsover,Sheffield,,J30-J29A,70,Sheffield,Chesterfield(E)/Bolsover,
26-02-2023,Sunday,10:00:00,J29-J29A,70,Chesterfield/Mansfield,Chesterfield(E)/Bolsover,,J29A-J29,70,Chesterfield(E)/Bolsover,Chesterfield/Mansfield,
26-02-2023,Sunday,10:00:00,J28-J29,70,Mansfield,Chesterfield/Mansfield,,J29-J28,70,Chesterfield/Mansfield,Mansfield,
26-02-2023,Sunday,10:00:00,J27-J28,70,Mansfield,Mansfield,,J28-J27,69,Mansfield,Mansfield,
26-02-2023,Sunday,10:00:00,J26-J27,70,Nottingham,Mansfield,,J27-J26,69,Mansfield,Nottingham,
26-02-2023,Sunday,10:00:00,J25-J26,68,Nottingham/Derby,Nottingham,,J26-J25,70,Nottingham,Nottingham/Derby,
26-02-2023,Sunday,10:00:00,J24A-J25,68,Derby,Nottingham/Derby,,J25-J24A,70,Nottingham/Derby,Derby,
26-02-2023,Sunday,10:00:00,J24-J24A,70,Derby,Derby,,J24A-J24,67,Derby,Derby,
26-02-2023,Sunday,10:00:00,J23A-J24,69,Nottingham/EastMidsAirport,Derby,,J24-J23A,69,Derby,Nottingham/EastMidsAirport,
26-02-2023,Sunday,10:00:00,J23-J23A,70,Loughborough,Nottingham/EastMidsAirport,,J23A-J23,70,Nottingham/EastMidsAirport,Loughborough,
26-02-2023,Sunday,10:00:00,J22-J23,70,Coalville/Leicester,Loughborough,,J23-J22,69,Loughborough,Coalville/Leicester,
26-02-2023,Sunday,10:00:00,J21A-J22,66,Leicester,Coalville/Leicester,Unconfirmed Roadwork,J22-J21A,70,Coalville/Leicester,Leicester,
26-02-2023,Sunday,10:00:00,J21-J21A,63,Leicester,Leicester,Unconfirmed Roadwork,J21A-J21,67,Leicester,Leicester,
26-02-2023,Sunday,10:00:00,J20-J21,67,Lutterworth/Rugby,Leicester,Unconfirmed Roadwork,J21-J20,68,Leicester,Lutterworth/Rugby,
26-02-2023,Sunday,10:00:00,J19-J20,70,Birmingham,Lutterworth/Rugby,,J20-J19,70,Lutterworth/Rugby,Birmingham,
26-02-2023,Sunday,10:00:00,J18-J19,60,Rugby,Birmingham,,J19-J18,70,Birmingham,Rugby,
26-02-2023,Sunday,10:00:00,J17-J18,69,Coventry,Rugby,,J18-J17,70,Rugby,Coventry,
26-02-2023,Sunday,10:00:00,J16-J17,67,Northampton,Coventry,,J17-J16,70,Coventry,Northampton,Unconfirmed Roadwork
26-02-2023,Sunday,10:00:00,J15A-J16,63,Northampton,Northampton,,J16-J15A,60,Northampton,Northampton,
26-02-2023,Sunday,10:00:00,J15-J15A,64,Northampton,Northampton,,J15A-J15,61,Northampton,Northampton,
26-02-2023,Sunday,10:00:00,J14-J15,66,MiltonKeynes,Northampton,Unconfirmed Roadwork,J15-J14,68,Northampton,MiltonKeynes,
26-02-2023,Sunday,10:00:00,J13-J14,63,MiltonKeynes,MiltonKeynes,,J14-J13,69,MiltonKeynes,MiltonKeynes,
26-02-2023,Sunday,10:00:00,J12-J13,64,Flitwick,MiltonKeynes,Unconfirmed Roadwork,J13-J12,68,MiltonKeynes,Flitwick,Unconfirmed Roadwork
26-02-2023,Sunday,10:00:00,J11A-J12,69,Dunstable,Flitwick,,J12-J11A,68,Flitwick,Dunstable,
26-02-2023,Sunday,10:00:00,J11-J11A,70,Luton,Dunstable,,J11A-J11,66,Dunstable,Luton,
26-02-2023,Sunday,10:00:00,J10-J11,67,LutonAirport,Luton,,J11-J10,67,Luton,LutonAirport,
26-02-2023,Sunday,10:00:00,J9-J10,67,Dunstable,LutonAirport,,J10-J9,70,LutonAirport,Dunstable,
26-02-2023,Sunday,10:00:00,J8-J9,69,HemelHempstead,Dunstable,,J9-J8,68,Dunstable,HemelHempstead,
26-02-2023,Sunday,10:00:00,J7-J8,61,LimitedAccess,HemelHempstead,,J8-J7,63,HemelHempstead,LimitedAccess,
26-02-2023,Sunday,10:00:00,J6A-J7,67,LimitedAccess,LimitedAccess,,J7-J6A,67,LimitedAccess,LimitedAccess,
26-02-2023,Sunday,10:00:00,J6-J6A,68,StAlbans,LimitedAccess,,J6A-J6,69,LimitedAccess,StAlbans,
26-02-2023,Sunday,10:00:00,J5-J6,70,Watford,StAlbans,,J6-J5,66,StAlbans,Watford,
26-02-2023,Sunday,10:00:00,J4-J5,70,LimitedAccess,Watford,Unconfirmed Roadwork,J5-J4,66,Watford,LimitedAccess,
26-02-2023,Sunday,10:00:00,J2-J4,70,LimitedAccess,LimitedAccess,,J4-J2,68,LimitedAccess,LimitedAccess,
26-02-2023,Sunday,10:00:00,J1-J2,68,BrentCross,LimitedAccess,,J2-J1,61,LimitedAccess,BrentCross,
26-02-2023,Sunday,15:00:00,J47-J48,70,Garforth/A1(M)Interchange,A1(M)Interchange,,J48-J47,70,A1(M)Interchange,Garforth/A1(M)Interchange,
26-02-2023,Sunday,15:00:00,J46-J47,70,Leeds,Garforth/A1(M)Interchange,,J47-J46,70,Garforth/A1(M)Interchange,Leeds,
26-02-2023,Sunday,15:00:00,J45-J46,67,LimitedAccess,Leeds,,J46-J45,69,Leeds,LimitedAccess,
26-02-2023,Sunday,15:00:00,J43|44-J45,67,Leeds,LimitedAccess,,J45-J43|44,65,LimitedAccess,Leeds,
26-02-2023,Sunday,15:00:00,J42-J43|44,59,Manchester/Hull,Leeds,Unconfirmed Roadwork,J43|44-J42,51,Leeds,Manchester/Hull,
26-02-2023,Sunday,15:00:00,J41-J42,52,Wakefield,Manchester/Hull,Unconfirmed Roadwork,J42-J41,69,Manchester/Hull,Wakefield,
26-02-2023,Sunday,15:00:00,J40-J41,70,Dewsbury/Wakefield,Wakefield,Unconfirmed Roadwork,J41-J40,70,Wakefield,Dewsbury/Wakefield,
26-02-2023,Sunday,15:00:00,J39-J40,70,Wakefield,Dewsbury/Wakefield,,J40-J39,70,Dewsbury/Wakefield,Wakefield,
26-02-2023,Sunday,15:00:00,J38-J39,70,Huddersfield,Wakefield,,J39-J38,70,Wakefield,Huddersfield,
26-02-2023,Sunday,15:00:00,J37-J38,70,Barnsley,Huddersfield,,J38-J37,67,Huddersfield,Barnsley,
26-02-2023,Sunday,15:00:00,J36-J37,70,Barnsley,Barnsley,,J37-J36,70,Barnsley,Barnsley,
26-02-2023,Sunday,15:00:00,J35A-J36,70,Chapeltown,Barnsley,,J36-J35A,70,Barnsley,Chapeltown,
26-02-2023,Sunday,15:00:00,J35-J35A,65,Sheffield/Rotherham,Chapeltown,,J35A-J35,69,Chapeltown,Sheffield/Rotherham,
26-02-2023,Sunday,15:00:00,J34-J35,66,Sheffield/Rotherham,Sheffield/Rotherham,,J35-J34,65,Sheffield/Rotherham,Sheffield/Rotherham,
26-02-2023,Sunday,15:00:00,J33-J34,62,SheffieldAirport/Rotherham,Sheffield/Rotherham,,J34-J33,61,Sheffield/Rotherham,SheffieldAirport/Rotherham,
26-02-2023,Sunday,15:00:00,J32-J33,64,Doncaster,SheffieldAirport/Rotherham,,J33-J32,68,SheffieldAirport/Rotherham,Doncaster,
26-02-2023,Sunday,15:00:00,J31-J32,70,Sheffield,Doncaster,,J32-J31,69,Doncaster,Sheffield,
26-02-2023,Sunday,15:00:00,J30-J31,70,Sheffield,Sheffield,Incident,J31-J30,62,Sheffield,Sheffield,
26-02-2023,Sunday,15:00:00,J29A-J30,70,Chesterfield(E)/Bolsover,Sheffield,,J30-J29A,68,Sheffield,Chesterfield(E)/Bolsover,
